#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1617	103219700	ENTREZ_GENE	CTSL	-	60711	Chlorocebus sabaeus	22.13458687	1.31e-105	-	-	-	YES	BioGRID ORCS
1617	103231639	ENTREZ_GENE	ACE2	-	60711	Chlorocebus sabaeus	18.93932106	4.81e-77	-	-	-	YES	BioGRID ORCS
1617	103242102	ENTREZ_GENE	WDR81	-	60711	Chlorocebus sabaeus	10.56731129	3.72e-23	-	-	-	YES	BioGRID ORCS
1617	103229744	ENTREZ_GENE	TRAF3	-	60711	Chlorocebus sabaeus	9.315537155	1.07e-17	-	-	-	YES	BioGRID ORCS
1617	103248785	ENTREZ_GENE	RPUSD4	-	60711	Chlorocebus sabaeus	8.19871279	2.13e-13	-	-	-	YES	BioGRID ORCS
1617	103218792	ENTREZ_GENE	MRPS35	-	60711	Chlorocebus sabaeus	7.183170119	5.89e-10	-	-	-	YES	BioGRID ORCS
1617	103219075	ENTREZ_GENE	SLC44A1	-	60711	Chlorocebus sabaeus	6.947986948	3.2e-09	-	-	-	YES	BioGRID ORCS
1617	103221677	ENTREZ_GENE	HSD17B8	-	60711	Chlorocebus sabaeus	6.410678104	1.23e-07	-	-	-	YES	BioGRID ORCS
1617	103238481	ENTREZ_GENE	BLOC1S1	-	60711	Chlorocebus sabaeus	6.221740526	4.13e-07	-	-	-	YES	BioGRID ORCS
1617	103226630	ENTREZ_GENE	NTHL1	-	60711	Chlorocebus sabaeus	5.932728515	2.48e-06	-	-	-	YES	BioGRID ORCS
1617	103219458	ENTREZ_GENE	DMAC1	TMEM261	60711	Chlorocebus sabaeus	5.565471612	2.15e-05	-	-	-	YES	BioGRID ORCS
1617	103215000	ENTREZ_GENE	ATPSCKMT	FAM173B	60711	Chlorocebus sabaeus	4.891895535	0.0007919647478	-	-	-	YES	BioGRID ORCS
1617	103232213	ENTREZ_GENE	ABCB7	-	60711	Chlorocebus sabaeus	4.869492005	0.0008850143846	-	-	-	YES	BioGRID ORCS
1617	47041U	UNKNOWN	NUDT10	-	60711	Chlorocebus sabaeus	4.846654709	0.000990673767	-	-	-	YES	BioGRID ORCS
1617	103240486	ENTREZ_GENE	PLN	-	60711	Chlorocebus sabaeus	4.78254485	0.001360485444	-	-	-	NO	BioGRID ORCS
1617	103226813	ENTREZ_GENE	NDUFA5	-	60711	Chlorocebus sabaeus	4.641211126	0.002691318194	-	-	-	NO	BioGRID ORCS
1617	103231778	ENTREZ_GENE	DNAJA3	-	60711	Chlorocebus sabaeus	4.616735892	0.003017228964	-	-	-	NO	BioGRID ORCS
1617	103230240	ENTREZ_GENE	SPNS1	-	60711	Chlorocebus sabaeus	4.581331008	0.003562219501	-	-	-	NO	BioGRID ORCS
1617	103239082	ENTREZ_GENE	UNG	-	60711	Chlorocebus sabaeus	4.505977447	0.005034389595	-	-	-	NO	BioGRID ORCS
1617	103215527	ENTREZ_GENE	CLU	-	60711	Chlorocebus sabaeus	4.477289885	0.00574533927	-	-	-	NO	BioGRID ORCS
1617	103226802	ENTREZ_GENE	AASS	-	60711	Chlorocebus sabaeus	4.457509744	0.006285129007	-	-	-	NO	BioGRID ORCS
1617	103223363	ENTREZ_GENE	XPNPEP3	-	60711	Chlorocebus sabaeus	4.359189737	0.009843084933	-	-	-	NO	BioGRID ORCS
1617	103234169	ENTREZ_GENE	MPV17L2	-	60711	Chlorocebus sabaeus	4.246706825	0.0162050836	-	-	-	NO	BioGRID ORCS
1617	103237546	ENTREZ_GENE	CYP11B1	-	60711	Chlorocebus sabaeus	4.205668416	0.01931512477	-	-	-	NO	BioGRID ORCS
